ID_Venta,Fecha,ID_Cliente,ID_Producto,Cantidad,Canal_Venta
2115,2025-08-20,C108,P05,2,Distribuidor
2116,2025-03-05,C020,P13,2,Distribuidor
2117,2025-04-10,C011,P11,1,Sitio Web
2118,2026-07-09,C053,P13,3,Distribuidor
2119,2025-08-21,C071,P01,1,Sitio Web
2120,2026-06-20,C054,P09,1,Distribuidor
2121,2026-05-02,C074,P15,3,Tienda Física
2122,2026-05-03,C039,P02,4,Sitio Web
2123,2025-02-05,C065,P10,3,Distribuidor
2124,2026-08-09,C087,P10,3,Tienda Física
2125,2025-05-04,C097,P08,2,Tienda Física
2126,2025-06-21,C028,P13,2,Tienda Física
2127,2025-05-10,C006,P07,1,Tienda Física
2128,2026-03-22,C026,P14,1,Distribuidor
2129,2025-06-01,C107,P10,1,Sitio Web
2130,2025-11-24,C117,P12,1,Tienda Física
2131,2025-03-31,C050,P09,2,Sitio Web
2132,2026-07-20,C042,P14,1,Sitio Web
2133,2026-06-17,C059,P15,1,Tienda Física
2134,2026-06-20,C101,P07,1,Tienda Física
2135,2026-03-01,C020,P03,2,Distribuidor
2136,2026-08-20,C098,P02,1,Tienda Física
2137,2026-07-31,C100,P02,3,Sitio Web
2138,2026-07-03,C113,P06,1,Sitio Web
2139,2025-09-28,C050,P11,1,Sitio Web
2140,2026-08-09,C078,P08,2,Tienda Física
2141,2025-06-26,C036,P07,3,Tienda Física
2142,2026-02-16,C005,P07,1,Sitio Web
2143,2025-09-01,C007,P12,2,Sitio Web
2144,2025-10-03,C115,P06,2,Tienda Física
2145,2025-12-12,C105,P13,1,Sitio Web
2146,2025-11-15,C036,P14,3,Sitio Web
2147,2025-04-11,C112,P04,3,Tienda Física
2148,2025-11-04,C096,P08,2,Sitio Web
2149,2025-10-03,C094,P07,3,Distribuidor
2150,2025-04-02,C025,P08,3,Tienda Física
2151,2026-02-21,C095,P08,2,Distribuidor
2152,2026-01-18,C106,P01,3,Distribuidor
2153,2025-06-12,C009,P05,2,Distribuidor
2154,2026-06-03,C052,P03,2,Distribuidor
2155,2026-08-06,C004,P03,2,Tienda Física
2156,2025-07-25,C108,P01,3,Tienda Física
2157,2025-02-03,C059,P01,1,Sitio Web
2158,2025-07-23,C036,P06,3,Sitio Web
2159,2026-06-02,C051,P11,3,Tienda Física
2160,2025-02-01,C031,P06,1,Sitio Web
2161,2026-04-02,C023,P14,3,Sitio Web
2162,2026-08-24,C071,P06,1,Sitio Web
2163,2025-06-17,C108,P15,1,Sitio Web
2164,2025-04-03,C037,P01,2,Sitio Web
2165,2025-02-20,C021,P14,1,Distribuidor
2166,2025-08-08,C110,P04,3,Distribuidor
2167,2025-08-19,C087,P04,3,Sitio Web
2168,2026-02-24,C066,P01,2,Distribuidor
2169,2025-01-10,C061,P15,1,Tienda Física
2170,2025-06-27,C077,P13,1,Tienda Física
2171,2025-08-18,C033,P10,2,Sitio Web
2172,2025-10-09,C055,P15,5,Sitio Web
2173,2025-12-24,C059,P05,2,Tienda Física
2174,2026-04-23,C039,P11,1,Distribuidor
2175,2026-02-11,C075,P02,2,Tienda Física
2176,2026-06-08,C085,P14,2,Sitio Web
2177,2026-07-29,C083,P10,3,Distribuidor
2178,2025-10-17,C039,P11,1,Tienda Física
2179,2026-05-09,C009,P06,3,Sitio Web
2180,2025-11-29,C111,P05,2,Sitio Web
2181,2025-11-02,C025,P03,4,Distribuidor
2182,2025-09-04,C116,P01,1,Distribuidor
2183,2026-02-18,C085,P06,2,Distribuidor
2184,2025-05-24,C093,P01,4,Distribuidor
2185,2026-05-25,C038,P05,1,Sitio Web
2186,2026-02-19,C050,P12,4,Tienda Física
2187,2026-08-21,C091,P10,2,Tienda Física
2188,2025-12-18,C093,P12,1,Tienda Física
2189,2026-07-02,C082,P13,1,Sitio Web
2190,2026-01-03,C065,P05,2,Tienda Física
2191,2026-07-26,C024,P05,1,Tienda Física
2192,2026-04-28,C017,P12,2,Sitio Web
2193,2026-07-27,C098,P15,1,Tienda Física
2194,2025-12-10,C084,P02,2,Tienda Física
2195,2025-12-30,C029,P12,1,Sitio Web
2196,2026-03-07,C101,P15,3,Sitio Web
2197,2026-01-16,C034,P10,5,Sitio Web
2198,2026-04-20,C109,P02,4,Sitio Web
2199,2025-02-24,C111,P11,2,Distribuidor
2200,2026-08-18,C080,P02,1,Sitio Web
2201,2025-07-19,C065,P02,3,Distribuidor
2202,2026-01-26,C068,P05,1,Sitio Web
2203,2025-02-25,C112,P14,1,Tienda Física
2204,2025-05-21,C026,P06,1,Sitio Web
2205,2026-08-07,C115,P15,1,Sitio Web
2206,2025-05-27,C041,P14,3,Distribuidor
2207,2025-07-04,C100,P02,2,Sitio Web
2208,2025-12-07,C081,P03,1,Sitio Web
2209,2025-03-01,C001,P08,1,Sitio Web
2210,2025-08-03,C098,P13,5,Tienda Física
2211,2026-08-14,C098,P03,1,Sitio Web
2212,2025-04-01,C017,P10,1,Sitio Web
2213,2026-03-16,C052,P07,1,Sitio Web
2214,2026-01-28,C001,P01,3,Distribuidor
2215,2025-07-24,C094,P06,2,Tienda Física
2216,2025-11-26,C097,P14,1,Distribuidor
2217,2025-07-15,C003,P11,1,Tienda Física
2218,2025-09-12,C029,P12,2,Sitio Web
2219,2025-11-16,C017,P02,2,Sitio Web
2220,2026-05-31,C076,P05,1,Tienda Física
2221,2025-03-08,C106,P01,4,Sitio Web
2222,2025-10-25,C059,P12,1,Distribuidor
2223,2026-06-21,C044,P07,1,Distribuidor
2224,2025-05-18,C044,P15,4,Sitio Web
2225,2026-01-03,C097,P04,1,Tienda Física
2226,2026-02-18,C003,P04,2,Tienda Física
2227,2025-05-15,C028,P12,1,Tienda Física
2228,2026-06-01,C022,P02,1,Sitio Web
2229,2025-02-08,C049,P15,5,Distribuidor
2230,2025-09-19,C099,P09,1,Distribuidor
2231,2025-02-19,C077,P01,3,Distribuidor
2232,2025-04-21,C084,P14,1,Tienda Física
2233,2025-02-19,C089,P02,1,Sitio Web
2234,2026-03-31,C049,P02,1,Distribuidor
2235,2025-09-16,C061,P12,2,Tienda Física
2236,2025-07-30,C089,P11,1,Distribuidor
2237,2025-01-10,C039,P07,3,Distribuidor
2238,2025-04-14,C085,P09,1,Sitio Web
2239,2025-05-21,C054,P14,4,Tienda Física
2240,2026-06-08,C093,P10,1,Tienda Física
2241,2025-10-17,C015,P13,3,Tienda Física
2242,2026-05-25,C026,P10,3,Tienda Física
2243,2025-09-27,C107,P09,3,Tienda Física
2244,2026-01-02,C091,P07,3,Sitio Web
2245,2025-06-14,C006,P09,3,Sitio Web
2246,2025-08-01,C089,P15,2,Sitio Web
2247,2025-12-05,C031,P01,1,Tienda Física
2248,2025-04-02,C117,P02,1,Distribuidor
2249,2026-05-21,C020,P02,4,Distribuidor
2250,2025-03-18,C093,P12,2,Tienda Física
2251,2025-09-20,C083,P04,3,Sitio Web
2252,2025-10-31,C034,P08,1,Tienda Física
2253,2025-04-13,C105,P03,1,Tienda Física
2254,2025-10-25,C047,P13,1,Distribuidor
2255,2025-11-17,C055,P12,2,Tienda Física
2256,2025-04-08,C109,P13,1,Tienda Física
2257,2025-01-10,C110,P03,1,Distribuidor
2258,2025-06-24,C043,P06,1,Sitio Web
2259,2025-10-02,C113,P12,1,Tienda Física
2260,2026-01-17,C105,P06,2,Tienda Física
2261,2025-04-27,C052,P07,1,Sitio Web
2262,2025-10-06,C107,P07,3,Distribuidor
2263,2026-05-05,C103,P07,1,Distribuidor
2264,2025-06-20,C015,P03,1,Distribuidor
2265,2025-03-02,C109,P03,1,Tienda Física
2266,2026-03-03,C117,P10,1,Sitio Web
2267,2026-08-06,C087,P08,1,Tienda Física
2268,2026-01-24,C100,P06,1,Distribuidor
2269,2025-01-30,C111,P11,2,Distribuidor
2270,2025-05-14,C062,P15,1,Sitio Web
2271,2025-04-26,C114,P07,2,Sitio Web
2272,2025-02-17,C009,P05,3,Distribuidor
2273,2025-11-18,C002,P12,3,Distribuidor
2274,2026-06-22,C099,P12,1,Distribuidor
2275,2026-08-02,C029,P11,1,Sitio Web
2276,2026-06-16,C067,P12,1,Distribuidor
2277,2025-04-08,C056,P11,1,Distribuidor
2278,2025-09-12,C062,P06,5,Distribuidor
2279,2026-01-30,C020,P14,1,Distribuidor
2280,2025-02-25,C002,P11,1,Tienda Física
2281,2026-06-02,C109,P08,2,Sitio Web
2282,2025-06-19,C010,P13,2,Sitio Web
2283,2025-11-25,C031,P06,2,Sitio Web
2284,2025-02-21,C065,P04,1,Distribuidor
2285,2026-01-23,C052,P14,1,Tienda Física
2286,2025-03-22,C059,P08,2,Distribuidor
2287,2026-04-04,C012,P14,1,Sitio Web
2288,2026-04-03,C041,P02,1,Sitio Web
2289,2025-01-19,C014,P07,1,Sitio Web
2290,2025-02-06,C072,P09,1,Tienda Física
2291,2025-04-04,C102,P10,1,Distribuidor
2292,2025-11-08,C114,P09,1,Distribuidor
2293,2025-07-31,C084,P11,2,Sitio Web
2294,2025-12-16,C047,P14,2,Tienda Física
2295,2025-08-17,C109,P08,3,Sitio Web
2296,2026-07-28,C099,P10,1,Distribuidor
2297,2026-04-30,C092,P11,1,Sitio Web
2298,2026-04-09,C015,P02,1,Distribuidor
2299,2025-08-16,C001,P06,2,Sitio Web
2300,2025-10-26,C071,P09,2,Sitio Web
2301,2025-04-19,C006,P15,1,Tienda Física
2302,2026-05-20,C018,P14,4,Distribuidor
2303,2026-02-24,C014,P05,1,Distribuidor
2304,2025-07-20,C025,P02,2,Sitio Web
2305,2025-08-09,C059,P14,2,Tienda Física
2306,2025-12-13,C014,P13,3,Sitio Web
2307,2025-02-17,C119,P11,2,Distribuidor
2308,2025-05-07,C099,P15,3,Sitio Web
2309,2026-04-14,C085,P10,1,Distribuidor
2310,2025-05-18,C064,P01,3,Distribuidor
2311,2025-02-19,C071,P15,1,Sitio Web
2312,2026-08-23,C062,P15,3,Distribuidor
2313,2025-07-01,C089,P10,2,Tienda Física
2314,2025-05-12,C014,P07,3,Distribuidor
2315,2025-11-26,C065,P15,1,Sitio Web
2316,2026-03-05,C078,P15,2,Distribuidor
2317,2025-09-12,C036,P07,2,Sitio Web
2318,2025-10-29,C058,P13,2,Tienda Física
2319,2025-05-22,C053,P10,1,Distribuidor
2320,2026-06-09,C039,P14,1,Distribuidor
2321,2026-07-15,C111,P06,1,Distribuidor
2322,2026-07-21,C081,P04,1,Tienda Física
2323,2025-08-03,C080,P12,3,Sitio Web
2324,2025-12-20,C118,P11,1,Tienda Física
2325,2025-07-02,C065,P09,5,Distribuidor
2326,2025-11-27,C091,P02,1,Sitio Web
2327,2026-07-30,C062,P10,1,Distribuidor
2328,2026-03-04,C087,P12,3,Distribuidor
2329,2025-10-20,C113,P14,2,Sitio Web
2330,2025-01-14,C067,P02,1,Tienda Física
2331,2026-01-26,C019,P01,2,Distribuidor
2332,2025-02-27,C026,P05,2,Tienda Física
2333,2025-10-21,C088,P05,1,Tienda Física
2334,2025-03-05,C089,P13,5,Sitio Web
2335,2025-07-28,C097,P09,5,Tienda Física
2336,2026-01-03,C105,P08,2,Tienda Física
2337,2026-07-30,C111,P04,1,Distribuidor
2338,2026-07-29,C050,P04,2,Distribuidor
2339,2025-10-22,C089,P11,1,Tienda Física
2340,2026-01-26,C050,P07,1,Distribuidor
2341,2025-11-17,C071,P01,1,Tienda Física
2342,2025-09-15,C026,P10,1,Sitio Web
2343,2025-08-19,C117,P11,3,Distribuidor
2344,2026-01-12,C097,P10,2,Distribuidor
2345,2025-07-21,C100,P12,2,Tienda Física
2346,2025-10-29,C058,P03,1,Distribuidor
2347,2025-03-18,C024,P03,1,Distribuidor
2348,2026-06-11,C016,P07,1,Tienda Física
2349,2026-03-15,C036,P09,5,Sitio Web
2350,2025-05-14,C021,P10,1,Sitio Web
2351,2025-01-06,C043,P08,3,Distribuidor
2352,2025-06-08,C006,P03,2,Sitio Web
2353,2025-02-22,C100,P15,1,Distribuidor
2354,2025-11-05,C063,P13,2,Distribuidor
2355,2026-07-18,C046,P02,1,Distribuidor
2356,2025-11-22,C068,P04,3,Tienda Física
2357,2026-06-18,C009,P13,4,Distribuidor
2358,2025-06-13,C054,P09,1,Distribuidor
2359,2026-02-18,C012,P06,1,Tienda Física
2360,2025-08-07,C085,P06,2,Sitio Web
2361,2026-01-05,C038,P04,4,Distribuidor
2362,2026-06-28,C061,P09,1,Distribuidor
2363,2025-01-10,C015,P11,2,Sitio Web
2364,2026-04-02,C031,P15,2,Distribuidor
2365,2025-09-07,C006,P11,2,Sitio Web
2366,2026-01-26,C118,P13,1,Tienda Física
2367,2026-01-31,C033,P09,2,Distribuidor
2368,2025-10-17,C004,P15,4,Distribuidor
2369,2026-01-19,C066,P13,1,Distribuidor
2370,2026-04-02,C063,P01,1,Sitio Web
2371,2025-07-17,C042,P09,5,Tienda Física
2372,2025-04-09,C022,P13,1,Distribuidor
2373,2026-07-01,C001,P11,3,Tienda Física
2374,2025-08-04,C086,P11,1,Tienda Física
2375,2026-03-11,C107,P02,1,Tienda Física
2376,2026-07-05,C107,P12,3,Distribuidor
2377,2026-03-22,C083,P14,1,Tienda Física
2378,2025-06-07,C004,P08,2,Distribuidor
2379,2025-12-06,C005,P02,1,Tienda Física
2380,2025-02-25,C023,P13,2,Sitio Web
2381,2026-07-26,C010,P10,1,Tienda Física
2382,2025-09-22,C053,P07,1,Sitio Web
2383,2026-02-19,C056,P06,4,Tienda Física
2384,2026-02-03,C087,P02,1,Distribuidor
2385,2025-01-07,C083,P12,2,Distribuidor
2386,2025-03-06,C097,P12,1,Distribuidor
2387,2025-02-16,C090,P14,3,Tienda Física
2388,2026-01-02,C119,P09,1,Tienda Física
2389,2025-10-24,C101,P11,4,Sitio Web
2390,2025-03-30,C037,P13,1,Sitio Web
2391,2026-01-26,C051,P14,1,Distribuidor
2392,2025-02-01,C061,P03,1,Distribuidor
2393,2025-08-14,C018,P12,1,Sitio Web
2394,2026-07-13,C038,P11,2,Tienda Física
2395,2025-11-02,C087,P15,1,Distribuidor
2396,2026-01-18,C002,P09,3,Distribuidor
2397,2025-05-25,C016,P01,1,Tienda Física
2398,2026-08-10,C077,P07,1,Distribuidor
2399,2026-07-15,C011,P05,2,Tienda Física
2400,2025-12-19,C028,P07,2,Distribuidor
2401,2026-06-09,C019,P03,1,Tienda Física
2402,2025-08-15,C079,P14,1,Sitio Web
2403,2025-07-18,C015,P03,1,Distribuidor
2404,2026-08-04,C110,P01,2,Distribuidor
2405,2026-04-18,C083,P09,2,Tienda Física
2406,2025-10-25,C086,P02,1,Sitio Web
2407,2025-04-11,C026,P12,3,Distribuidor
2408,2026-05-14,C043,P06,3,Tienda Física
2409,2025-08-29,C013,P05,2,Distribuidor
2410,2025-03-13,C116,P04,3,Sitio Web
2411,2026-05-13,C058,P06,1,Distribuidor
2412,2025-11-10,C089,P10,1,Tienda Física
2413,2026-08-03,C073,P06,1,Sitio Web
2414,2026-03-15,C022,P01,1,Sitio Web
2415,2025-09-10,C101,P04,2,Distribuidor
2416,2026-03-23,C036,P14,4,Sitio Web
2417,2025-05-18,C087,P12,1,Sitio Web
2418,2026-05-07,C060,P08,1,Sitio Web
2419,2025-11-09,C063,P09,1,Tienda Física
2420,2025-06-29,C083,P10,4,Tienda Física
2421,2025-10-15,C110,P14,1,Tienda Física
2422,2026-07-06,C026,P05,2,Distribuidor
2423,2025-03-20,C094,P02,1,Tienda Física
2424,2026-06-04,C081,P01,1,Distribuidor
2425,2026-08-16,C052,P13,5,Distribuidor
2426,2025-08-06,C117,P01,4,Distribuidor
2427,2025-09-24,C070,P15,1,Distribuidor
2428,2026-04-29,C084,P13,4,Tienda Física
2429,2026-01-10,C051,P04,2,Distribuidor
2430,2025-10-25,C018,P08,3,Distribuidor
2431,2026-06-07,C012,P07,1,Sitio Web
2432,2026-05-30,C002,P11,2,Tienda Física
2433,2025-06-19,C097,P09,1,Tienda Física
2434,2026-04-02,C021,P03,2,Distribuidor
2435,2026-08-03,C085,P14,1,Tienda Física
2436,2026-05-11,C046,P01,1,Tienda Física
2437,2026-05-15,C030,P02,1,Sitio Web
2438,2026-01-14,C030,P01,2,Distribuidor
2439,2025-07-31,C067,P15,1,Sitio Web
2440,2026-02-02,C061,P15,2,Sitio Web
2441,2025-02-17,C006,P11,4,Sitio Web
2442,2025-04-16,C091,P09,1,Distribuidor
2443,2025-10-08,C107,P12,2,Sitio Web
2444,2026-08-16,C070,P10,1,Tienda Física
2445,2026-01-21,C084,P07,3,Sitio Web
2446,2025-03-21,C067,P05,1,Sitio Web
2447,2025-08-17,C067,P07,2,Sitio Web
2448,2025-12-20,C063,P13,3,Sitio Web
2449,2025-01-07,C065,P15,4,Tienda Física
2450,2026-03-27,C022,P04,2,Tienda Física
2451,2026-06-11,C083,P05,1,Tienda Física
2452,2025-06-03,C024,P03,2,Sitio Web
2453,2025-05-02,C085,P04,3,Sitio Web
2454,2025-12-05,C093,P02,2,Sitio Web
2455,2026-05-06,C062,P04,1,Distribuidor
2456,2025-06-15,C083,P14,4,Sitio Web
2457,2025-01-23,C032,P01,2,Tienda Física
2458,2026-08-11,C076,P03,2,Tienda Física
2459,2026-06-09,C006,P15,1,Distribuidor
2460,2025-05-31,C008,P03,2,Sitio Web
2461,2025-07-04,C067,P07,1,Distribuidor
2462,2026-08-01,C082,P01,2,Distribuidor
2463,2025-10-18,C011,P04,1,Sitio Web
2464,2026-04-28,C112,P08,2,Tienda Física
2465,2025-08-13,C107,P07,5,Distribuidor
2466,2025-05-27,C102,P10,1,Tienda Física
2467,2026-06-08,C034,P03,5,Distribuidor
2468,2025-12-17,C119,P08,1,Distribuidor
2469,2025-03-12,C030,P07,3,Sitio Web
2470,2025-05-16,C014,P01,3,Tienda Física
2471,2026-06-20,C111,P15,2,Distribuidor
2472,2026-03-06,C106,P03,2,Distribuidor
2473,2025-04-09,C023,P08,3,Distribuidor
2474,2025-02-09,C113,P13,1,Distribuidor
2475,2026-05-31,C097,P02,1,Tienda Física
2476,2026-05-09,C085,P03,2,Distribuidor
2477,2026-07-07,C106,P01,3,Distribuidor
2478,2026-03-18,C067,P07,3,Sitio Web
2479,2025-02-14,C090,P09,3,Sitio Web
2480,2025-08-23,C103,P08,1,Sitio Web
2481,2025-12-25,C076,P13,3,Distribuidor
2482,2026-08-13,C013,P07,1,Tienda Física
2483,2025-09-18,C062,P13,2,Tienda Física
2484,2025-03-27,C037,P10,1,Distribuidor
2485,2026-02-23,C033,P04,1,Tienda Física
2486,2025-01-08,C074,P09,1,Tienda Física
2487,2026-06-17,C001,P07,1,Distribuidor
2488,2025-07-30,C089,P13,2,Sitio Web
2489,2026-02-23,C047,P02,1,Tienda Física
2490,2026-03-13,C084,P10,1,Sitio Web
2491,2025-09-25,C110,P09,1,Sitio Web
2492,2026-08-02,C047,P10,1,Sitio Web
2493,2026-02-11,C097,P04,1,Sitio Web
2494,2026-07-20,C101,P09,1,Sitio Web
2495,2025-07-03,C048,P09,2,Distribuidor
2496,2026-05-11,C033,P05,2,Distribuidor
2497,2025-12-19,C100,P12,2,Sitio Web
2498,2025-05-22,C110,P14,1,Distribuidor
2499,2025-05-02,C096,P04,1,Sitio Web
2500,2025-06-15,C013,P04,3,Distribuidor
